,comm_date,author,author_id,likes,comment,video_id
80,2024-12-04T08:49:20Z,@nathanalgern6822,UCir0WRp4bX69v0PUpSkcIRA,0,Guru saja di prank gimana rakyat masih bisa percaya ? 😂,rrZBXyl7ScQ
81,2024-12-04T08:46:07Z,@randafadhli9450,UCrqE2bWzGFthhQ2Gg3nwVmg,0,Lah lah lah lah 😂😂😂😂😂,rrZBXyl7ScQ
82,2024-12-04T08:40:39Z,@muhamadadib5640,UCVZrGxFpfTLqka6ipf81GEA,0,Ha.... Akhire cerah.... Kegeden blandar...,rrZBXyl7ScQ
83,2024-12-04T08:37:20Z,@fajry84,UCBLKtaRH7chYdM3M50oYz8g,0,Guru selalu di prankk😢😢😢,rrZBXyl7ScQ
84,2024-12-04T08:26:37Z,@donjuannaldhy2130,UC6qmAH11nlr8idavttkr9TA,0,"Ngomong dlu, mikirnya kemudian...",rrZBXyl7ScQ
85,2024-12-04T08:21:08Z,@hanyacameo410,UCRbyjlNVuQ18n37Q6YOEB9Q,0,Hi yaaa ke Gocek... Qiqiqi,rrZBXyl7ScQ
86,2024-12-04T08:12:01Z,@laluhizbulloh3973,UCbwOs04ux57d3bSVNDqez7g,0,Omon omon,rrZBXyl7ScQ
87,2024-12-04T08:09:05Z,@amirchoirudin1538,UCvrLiZ9yic4ykxesajYAoCw,0,Semoga Allah subhanahu wata'ala senantiasa menjaga pak SBY dan keluarga,rrZBXyl7ScQ
88,2024-12-04T08:06:48Z,@rafandanasyamahhanin2848,UCJVMM6_OsO3LYUSnyCUR9-g,0,"Kenapa mesti diumumkan seheboh itu...
Tak kiraian ada kebijakan baru....jebul gur omon2 doang...",rrZBXyl7ScQ
89,2024-12-04T08:00:47Z,@dewily1568,UC_OortmtZZi0vnnLUbwco8g,0,"Gara"" dapat tunjangan kesejateraan 2 juta banyak guru di indo timur yang tidak dapat lagi honor dari dana Bos.kasian guru non ASN",rrZBXyl7ScQ
90,2024-12-04T07:54:38Z,@Karjon-j3q,UCWgZ0r7IPXgFWCRQnYUDQbg,0,Bahas juga biaya pendaftaran masuk sekolah di tingkt menengah dan akhir pak,rrZBXyl7ScQ
